"","x"
"2499",3
"2500",3
"2501",3
"2502",1
"2503",3
"2504",3
"2505",4
"2506",1
"2507",4
"2508",3
"2509",3
"2510",3
"2511",3
"2512",4
"2513",3
"2514",4
"2515",4
"2516",3
"2517",2
"2518",3
"2519",3
"2520",1
"2521",3
"2522",2
"2523",4
"2524",1
"2525",1
"2526",2
"2527",1
"2528",2
"2529",1
"2530",1
"2531",1
"2532",1
"2533",3
"2534",4
"2535",3
"2536",4
"2537",3
"2538",4
"2539",3
"2540",1
"2541",2
"2542",3
"2543",2
"2544",1
"2545",4
"2546",2
"2547",3
"2548",3
"2549",3
"2550",2
"2551",2
"2552",1
"2553",2
"2554",1
"2555",4
"2556",4
"2557",3
"2558",1
"2559",1
"2560",4
"2561",1
"2562",4
"2563",4
"2564",1
"2565",3
"2566",3
"2567",1
"2568",3
"2569",3
"2570",2
"2571",3
"2572",1
"2573",3
"2574",2
"2575",1
"2576",3
"2577",4
"2578",3
"2579",4
"2580",3
"2581",3
"2582",4
"2583",2
"2584",3
"2585",2
"2586",1
"2587",1
"2588",2
"2589",3
"2590",3
"2591",1
"2592",1
"2593",2
"2594",1
"2595",3
"2596",2
"2597",3
"2598",3
"2599",3
"2600",3
"2601",3
"2602",3
"2603",1
"2604",4
"2605",4
"2606",3
"2607",2
"2608",3
"2609",2
"2610",2
"2611",4
"2612",1
"2613",3
"2614",2
"2615",4
"2616",1
"2617",4
"2618",3
"2619",4
"2620",1
"2621",3
"2622",4
"2623",3
"2624",2
"2625",1
"2626",3
"2627",3
"2628",1
"2629",3
"2630",1
"2631",3
"2632",3
"2633",1
"2634",1
"2635",3
"2636",3
"2637",3
"2638",3
"2639",2
"2640",2
"2641",3
"2642",2
"2643",3
"2644",3
"2645",4
"2646",1
"2647",4
"2648",2
"2649",4
"2650",4
"2651",1
"2652",4
"2653",3
"2654",3
"2655",4
"2656",3
"2657",2
"2658",1
"2659",3
"2660",4
"2661",2
"2662",3
"2663",3
"2664",1
"2665",1
"2666",2
"2667",1
"2668",3
"2669",2
"2670",3
"2671",3
"2672",4
"2673",3
"2674",4
"2675",2
"2676",3
"2677",1
"2678",4
"2679",2
"2680",3
"2681",3
"2682",1
"2683",3
"2684",2
"2685",3
"2686",4
"2687",3
"2688",4
"2689",3
"2690",2
"2691",3
"2692",3
"2693",3
"2694",4
"2695",3
"2696",3
"2697",3
"2698",3
"2699",3
"2700",4
"2701",3
"2702",4
"2703",1
"2704",3
"2705",1
"2706",1
"2707",3
"2708",2
"2709",4
"2710",4
"2711",4
"2712",3
"2713",3
"2714",2
"2715",1
"2716",2
"2717",4
"2718",4
"2719",3
"2720",1
"2721",4
"2722",2
"2723",2
"2724",2
"2725",3
"2726",4
"2727",3
"2728",1
"2729",1
"2730",1
"2731",3
"2732",4
"2733",3
"2734",1
"2735",2
"2736",3
"2737",3
"2738",3
"2739",3
"2740",3
"2741",3
"2742",2
"2743",3
"2744",4
"2745",4
"2746",2
"2747",1
"2748",3
"2749",1
"2750",4
"2751",4
"2752",2
"2753",4
"2754",1
"2755",1
"2756",1
"2757",3
"2758",3
"2759",2
"2760",2
"2761",1
"2762",3
"2763",3
"2764",1
"2765",2
"2766",2
"2767",1
"2768",1
"2769",3
"2770",1
"2771",4
"2772",3
"2773",3
"2774",3
"2775",1
"2776",3
"2777",3
"2778",1
"2779",3
"2780",4
"2781",1
"2782",4
"2783",3
"2784",2
"2785",4
"2786",1
"2787",3
"2788",3
"2789",1
"2790",4
"2791",4
"2792",3
"2793",3
"2794",4
"2795",1
"2796",3
"2797",2
"2798",4
"2799",3
"2800",1
"2801",3
"2802",3
"2803",4
"2804",4
"2805",4
"2806",1
"2807",2
"2808",1
"2809",3
"2810",3
"2811",3
"2812",1
"2813",4
"2814",1
"2815",1
"2816",3
"2817",1
"2818",3
"2819",1
"2820",4
"2821",1
"2822",3
"2823",3
"2824",2
"2825",4
"2826",1
"2827",4
"2828",4
"2829",1
"2830",4
"2831",3
"2832",2
"2833",4
"2834",2
"2835",1
"2836",1
"2837",3
"2838",1
"2839",3
"2840",2
"2841",3
"2842",2
"2843",2
"2844",2
"2845",3
"2846",1
"2847",2
"2848",4
"2849",2
"2850",3
"2851",2
"2852",4
"2853",4
"2854",4
"2855",1
"2856",3
"2857",3
"2858",1
"2859",1
"2860",3
"2861",3
"2862",1
"2863",3
"2864",1
"2865",4
"2866",1
"2867",3
"2868",3
"2869",1
"2870",3
"2871",3
"2872",4
"2873",2
"2874",3
"2875",2
"2876",2
"2877",4
"2878",3
"2879",1
"2880",3
"2881",1
"2882",3
"2883",1
"2884",1
"2885",3
"2886",2
"2887",2
"2888",2
"2889",3
"2890",1
"2891",1
"2892",3
"2893",4
"2894",1
"2895",3
"2896",1
"2897",2
"2898",1
"2899",3
"2900",1
"2901",2
"2902",3
"2903",1
"2904",4
"2905",2
"2906",2
"2907",1
"2908",1
"2909",3
"2910",4
"2911",3
"2912",3
"2913",3
"2914",3
"2915",3
"2916",3
"2917",1
"2918",1
"2919",3
"2920",2
"2921",2
"2922",3
"2923",1
"2924",4
"2925",3
"2926",2
"2927",1
"2928",2
"2929",4
"2930",1
"2931",4
"2932",4
"2933",4
"2934",1
"2935",3
"2936",4
"2937",3
"2938",1
"2939",3
"2940",4
"2941",3
"2942",4
"2943",2
"2944",4
"2945",3
"2946",3
"2947",2
"2948",4
"2949",4
"2950",2
"2951",3
"2952",1
"2953",2
"2954",1
"2955",4
"2956",2
"2957",2
"2958",1
"2959",1
"2960",3
"2961",4
"2962",4
"2963",1
"2964",3
"2965",1
"2966",2
"2967",1
"2968",1
"2969",2
"2970",1
"2971",4
"2972",3
"2973",3
"2974",4
"2975",3
"2976",1
"2977",1
"2978",2
"2979",1
"2980",3
"2981",4
"2982",1
"2983",3
"2984",1
"2985",2
"2986",3
"2987",4
"2988",4
"2989",3
"2990",4
"2991",1
"2992",2
"2993",3
"2994",1
"2995",3
"2996",1
"2997",1
"2998",3
"2999",3
"3000",2
"3001",2
"3002",1
"3003",1
"3004",3
"3005",3
"3006",2
"3007",3
"3008",4
"3009",3
"3010",1
"3011",2
"3012",2
"3013",3
"3014",1
"3015",4
"3016",2
"3017",3
"3018",2
"3019",1
"3020",1
"3021",1
"3022",3
"3023",2
"3024",4
"3025",3
"3026",1
"3027",3
"3028",1
"3029",3
"3030",1
"3031",3
"3032",2
"3033",2
"3034",3
"3035",2
"3036",1
"3037",1
"3038",4
"3039",1
"3040",3
"3041",2
"3042",4
"3043",3
"3044",3
"3045",1
"3046",1
"3047",3
"3048",4
"3049",3
"3050",2
"3051",1
"3052",4
"3053",1
"3054",2
"3055",3
"3056",4
"3057",1
"3058",3
"3059",3
"3060",1
"3061",4
"3062",2
"3063",1
"3064",3
"3065",4
"3066",4
"3067",1
"3068",2
"3069",3
"3070",4
"3071",1
"3072",3
"3073",1
"3074",1
"3075",4
"3076",3
"3077",1
"3078",3
"3079",2
"3080",3
"3081",3
"3082",2
"3083",3
"3084",2
"3085",4
"3086",3
"3087",1
"3088",3
"3089",3
"3090",1
"3091",1
"3092",3
"3093",3
"3094",3
"3095",3
"3096",3
"3097",2
"3098",3
"3099",1
"3100",1
"3101",4
"3102",2
"3103",1
"3104",2
"3105",3
"3106",1
"3107",4
"3108",3
"3109",3
"3110",3
"3111",3
"3112",2
"3113",1
"3114",2
"3115",1
"3116",3
"3117",1
"3118",1
"3119",4
"3120",1
"3121",4
"3122",3
"3123",3
"3124",1
"3125",1
"3126",4
"3127",3
"3128",3
"3129",3
"3130",4
"3131",3
"3132",2
"3133",2
"3134",3
"3135",3
"3136",4
"3137",2
"3138",2
"3139",2
"3140",4
"3141",3
"3142",4
"3143",1
"3144",3
"3145",4
"3146",1
"3147",3
"3148",2
"3149",4
"3150",3
"3151",1
"3152",2
"3153",3
"3154",3
"3155",3
"3156",1
"3157",3
"3158",3
"3159",3
"3160",3
"3161",4
"3162",1
"3163",4
"3164",4
"3165",1
"3166",1
"3167",1
"3168",1
"3169",3
"3170",3
"3171",1
"3172",1
"3173",4
"3174",3
"3175",1
"3176",4
"3177",4
"3178",3
"3179",4
"3180",2
"3181",3
"3182",1
"3183",4
"3184",4
"3185",3
"3186",1
"3187",4
"3188",4
"3189",3
"3190",1
"3191",3
"3192",1
"3193",3
"3194",3
"3195",1
"3196",1
"3197",2
"3198",1
"3199",3
"3200",3
"3201",4
"3202",1
"3203",4
"3204",3
"3205",2
"3206",3
"3207",1
"3208",3
"3209",4
"3210",1
"3211",1
"3212",4
"3213",2
"3214",1
"3215",4
"3216",3
"3217",4
"3218",3
"3219",4
"3220",2
"3221",4
"3222",1
"3223",1
"3224",2
"3225",3
"3226",3
"3227",2
"3228",2
"3229",3
"3230",1
"3231",3
"3232",2
"3233",1
"3234",1
"3235",3
"3236",2
"3237",1
"3238",3
"3239",1
"3240",3
"3241",4
"3242",1
"3243",3
"3244",1
"3245",3
"3246",4
"3247",1
"3248",1
"3249",3
"3250",3
"3251",2
"3252",3
"3253",1
"3254",3
"3255",2
"3256",3
"3257",3
"3258",3
"3259",1
"3260",4
"3261",3
"3262",3
"3263",3
"3264",1
"3265",3
"3266",1
"3267",4
"3268",4
"3269",4
"3270",3
"3271",4
"3272",4
"3273",1
"3274",2
"3275",3
"3276",4
"3277",3
"3278",2
"3279",1
"3280",3
"3281",3
"3282",3
"3283",3
"3284",4
"3285",1
"3286",1
"3287",1
"3288",1
"3289",1
"3290",4
"3291",1
"3292",3
"3293",1
"3294",4
"3295",3
"3296",3
"3297",1
"3298",3
"3299",1
"3300",1
"3301",2
"3302",4
"3303",3
"3304",1
"3305",2
"3306",4
"3307",3
"3308",3
"3309",1
"3310",3
"3311",3
"3312",1
"3313",4
"3314",4
"3315",3
"3316",1
"3317",4
"3318",3
"3319",2
"3320",4
"3321",3
"3322",4
"3323",3
"3324",4
"3325",4
"3326",2
"3327",1
"3328",3
"3329",1
"3330",1
"3331",3
"3332",1
"3333",3
"3334",1
"3335",3
"3336",1
"3337",1
"3338",3
"3339",3
"3340",3
"3341",1
"3342",3
"3343",2
"3344",2
"3345",3
"3346",3
"3347",1
"3348",3
"3349",1
"3350",3
"3351",1
"3352",3
"3353",3
"3354",3
"3355",3
"3356",2
"3357",4
"3358",3
"3359",1
"3360",2
"3361",3
"3362",2
"3363",3
"3364",3
"3365",4
"3366",1
"3367",4
"3368",4
"3369",3
"3370",3
"3371",4
"3372",2
"3373",3
"3374",1
"3375",3
"3376",3
"3377",1
"3378",3
"3379",2
"3380",3
"3381",3
"3382",1
"3383",3
"3384",2
"3385",3
"3386",1
"3387",2
"3388",3
"3389",3
"3390",3
"3391",3
"3392",1
"3393",1
"3394",2
"3395",4
"3396",2
"3397",1
"3398",1
"3399",3
"3400",3
"3401",3
"3402",2
"3403",4
"3404",4
"3405",2
"3406",1
"3407",3
"3408",4
"3409",2
"3410",4
"3411",3
"3412",2
"3413",1
"3414",1
"3415",2
"3416",1
"3417",1
"3418",4
"3419",1
"3420",3
"3421",4
"3422",1
"3423",1
"3424",2
"3425",3
"3426",1
"3427",2
"3428",1
"3429",2
"3430",3
"3431",3
"3432",3
"3433",2
"3434",3
"3435",3
"3436",4
"3437",1
"3438",2
"3439",4
"3440",1
"3441",3
"3442",2
"3443",1
"3444",3
"3445",3
"3446",1
"3447",3
"3448",4
"3449",3
"3450",3
"3451",1
"3452",3
"3453",1
"3454",2
"3455",3
"3456",4
"3457",3
"3458",3
"3459",1
"3460",1
"3461",4
"3462",4
"3463",2
"3464",4
"3465",4
"3466",1
"3467",3
"3468",4
"3469",3
"3470",4
"3471",4
"3472",3
"3473",3
"3474",3
"3475",1
"3476",2
"3477",4
"3478",3
"3479",4
"3480",3
"3481",4
"3482",1
"3483",3
"3484",3
"3485",3
"3486",2
"3487",1
"3488",2
"3489",1
"3490",1
"3491",3
"3492",4
"3493",1
"3494",4
"3495",4
"3496",3
"3497",4
"3498",3
"3499",3
"3500",3
"3501",3
"3502",3
"3503",4
"3504",3
"3505",3
"3506",3
"3507",2
"3508",4
"3509",2
"3510",1
"3511",3
"3512",3
"3513",4
"3514",3
"3515",1
"3516",1
"3517",3
"3518",1
"3519",3
"3520",4
"3521",1
"3522",2
"3523",3
"3524",2
"3525",4
"3526",3
"3527",3
"3528",3
"3529",1
"3530",1
"3531",4
"3532",2
"3533",3
"3534",3
"3535",3
"3536",3
"3537",2
"3538",2
"3539",4
"3540",1
"3541",1
"3542",3
"3543",3
"3544",3
"3545",4
"3546",4
"3547",1
"3548",1
"3549",1
"3550",4
"3551",2
"3552",2
"3553",1
"3554",3
"3555",2
"3556",2
"3557",1
"3558",4
"3559",4
"3560",4
"3561",3
"3562",2
"3563",1
"3564",3
"3565",1
"3566",1
"3567",1
"3568",3
"3569",1
"3570",4
"3571",3
"3572",3
"3573",3
"3574",4
"3575",3
"3576",1
"3577",4
"3578",4
"3579",3
"3580",4
"3581",3
"3582",2
"3583",3
"3584",4
"3585",4
"3586",3
"3587",1
"3588",3
"3589",4
"3590",4
"3591",3
"3592",3
"3593",1
"3594",3
"3595",3
"3596",4
"3597",3
"3598",4
"3599",1
"3600",1
"3601",3
"3602",4
"3603",4
"3604",1
"3605",3
"3606",4
"3607",4
"3608",3
"3609",3
"3610",4
"3611",2
"3612",3
"3613",1
"3614",2
"3615",2
"3616",1
"3617",3
"3618",2
"3619",2
"3620",3
"3621",2
"3622",1
"3623",2
"3624",1
"3625",1
"3626",2
"3627",3
"3628",2
"3629",1
"3630",4
"3631",1
"3632",3
"3633",3
"3634",2
"3635",2
"3636",2
"3637",4
"3638",3
"3639",3
"3640",4
"3641",4
"3642",3
"3643",3
"3644",4
"3645",3
"3646",1
"3647",3
"3648",3
"3649",3
"3650",3
"3651",1
"3652",3
"3653",3
"3654",1
"3655",3
"3656",2
"3657",3
"3658",3
"3659",1
"3660",4
"3661",1
"3662",2
"3663",1
"3664",1
"3665",4
"3666",3
"3667",4
"3668",3
"3669",2
"3670",3
"3671",1
"3672",3
"3673",2
"3674",1
"3675",3
"3676",2
"3677",1
"3678",2
"3679",3
"3680",4
"3681",1
"3682",1
"3683",3
"3684",2
"3685",1
"3686",4
"3687",1
"3688",3
"3689",3
"3690",3
"3691",3
"3692",4
"3693",3
"3694",2
"3695",3
"3696",4
"3697",4
"3698",4
"3699",4
"3700",3
"3701",3
"3702",1
"3703",2
"3704",4
"3705",2
"3706",3
"3707",3
"3708",3
"3709",3
"3710",3
"3711",1
"3712",3
"3713",1
"3714",2
"3715",4
"3716",3
"3717",1
"3718",3
"3719",4
"3720",3
"3721",2
"3722",3
"3723",1
"3724",3
"3725",3
"3726",2
"3727",1
"3728",1
"3729",1
"3730",3
"3731",3
"3732",3
"3733",3
"3734",3
"3735",1
"3736",4
"3737",4
"3738",3
"3739",2
"3740",3
"3741",2
"3742",1
"3743",3
"3744",3
"3745",3
"3746",3
"3747",1
"3748",4
"3749",1
"3750",3
"3751",3
"3752",4
"3753",3
"3754",3
"3755",1
"3756",3
"3757",3
"3758",3
"3759",1
"3760",4
"3761",3
"3762",3
"3763",4
"3764",1
"3765",3
"3766",2
"3767",2
"3768",1
"3769",1
"3770",3
"3771",3
"3772",3
"3773",3
"3774",3
"3775",3
"3776",3
"3777",4
"3778",3
"3779",2
"3780",1
"3781",4
"3782",1
"3783",3
"3784",4
"3785",1
"3786",1
"3787",2
"3788",3
"3789",4
"3790",1
"3791",4
"3792",2
"3793",3
"3794",1
"3795",2
"3796",3
"3797",1
"3798",1
"3799",2
"3800",4
"3801",1
"3802",3
"3803",3
"3804",3
"3805",2
"3806",1
"3807",4
"3808",3
"3809",3
"3810",2
"3811",4
"3812",2
"3813",3
"3814",2
"3815",4
"3816",3
"3817",3
"3818",1
"3819",3
"3820",1
"3821",1
"3822",3
"3823",1
"3824",4
"3825",4
"3826",2
"3827",3
"3828",3
"3829",1
"3830",4
"3831",1
"3832",3
"3833",1
"3834",3
"3835",3
"3836",4
"3837",1
"3838",2
"3839",3
"3840",3
"3841",3
"3842",3
"3843",1
"3844",4
"3845",2
"3846",1
"3847",2
"3848",4
"3849",1
"3850",1
"3851",4
"3852",4
"3853",3
"3854",3
"3855",2
"3856",1
"3857",4
"3858",4
"3859",3
"3860",3
"3861",3
"3862",1
"3863",2
"3864",1
"3865",1
"3866",4
"3867",4
"3868",1
"3869",1
"3870",2
"3871",1
"3872",4
"3873",4
"3874",4
"3875",3
"3876",2
"3877",1
"3878",4
"3879",4
"3880",1
"3881",1
"3882",4
"3883",2
"3884",2
"3885",3
"3886",3
"3887",3
"3888",3
"3889",2
"3890",2
"3891",4
"3892",3
"3893",1
"3894",3
"3895",3
"3896",1
"3897",3
"3898",3
"3899",1
"3900",3
"3901",2
"3902",1
"3903",3
"3904",3
"3905",3
"3906",1
"3907",1
"3908",4
"3909",1
"3910",4
"3911",2
"3912",3
"3913",1
"3914",4
"3915",3
"3916",4
"3917",1
"3918",1
"3919",1
"3920",3
"3921",1
"3922",3
"3923",3
"3924",2
"3925",4
"3926",1
"3927",3
"3928",3
"3929",1
"3930",1
"3931",3
"3932",4
"3933",3
"3934",3
"3935",1
"3936",2
"3937",1
"3938",1
"3939",3
"3940",4
"3941",2
"3942",1
"3943",3
"3944",3
"3945",3
"3946",3
"3947",3
"3948",4
"3949",1
"3950",3
"3951",4
"3952",4
"3953",3
"3954",2
"3955",2
"3956",4
"3957",3
"3958",2
"3959",3
"3960",4
"3961",3
"3962",4
"3963",1
"3964",4
"3965",2
"3966",1
"3967",3
"3968",4
"3969",1
"3970",1
"3971",3
"3972",2
"3973",4
"3974",4
"3975",3
"3976",2
"3977",1
"3978",2
"3979",3
"3980",2
"3981",1
"3982",1
"3983",4
"3984",3
"3985",3
"3986",4
"3987",3
"3988",3
"3989",1
"3990",3
"3991",2
"3992",3
"3993",4
"3994",3
"3995",3
"3996",4
"3997",3
"3998",1
"3999",2
"4000",1
"4001",2
"4002",3
"4003",1
"4004",4
"4005",4
"4006",1
"4007",1
"4008",3
"4009",3
"4010",4
"4011",3
"4012",2
"4013",3
"4014",3
"4015",1
"4016",3
"4017",1
"4018",1
"4019",3
"4020",4
"4021",2
"4022",1
"4023",4
"4024",1
"4025",4
"4026",4
"4027",4
"4028",3
"4029",3
"4030",3
"4031",1
"4032",3
"4033",4
"4034",2
"4035",2
"4036",1
"4037",3
"4038",3
"4039",1
"4040",3
"4041",4
"4042",2
"4043",4
"4044",4
"4045",1
"4046",3
"4047",3
"4048",3
"4049",3
"4050",4
"4051",1
"4052",3
"4053",3
"4054",4
"4055",4
"4056",2
"4057",3
"4058",3
"4059",3
"4060",1
"4061",3
"4062",4
"4063",2
"4064",1
"4065",3
"4066",1
"4067",3
"4068",2
"4069",2
"4070",1
"4071",4
"4072",4
"4073",3
"4074",3
"4075",1
"4076",3
"4077",2
"4078",4
"4079",3
"4080",4
"4081",3
"4082",1
"4083",4
"4084",2
"4085",3
"4086",2
"4087",2
"4088",1
"4089",4
"4090",2
"4091",3
"4092",4
"4093",2
"4094",2
"4095",3
"4096",3
"4097",4
"4098",2
"4099",1
"4100",1
"4101",1
"4102",4
"4103",1
"4104",4
"4105",3
"4106",2
"4107",3
"4108",4
"4109",2
"4110",3
"4111",3
"4112",2
"4113",4
"4114",2
"4115",3
"4116",4
"4117",1
"4118",3
"4119",2
"4120",3
"4121",1
"4122",4
"4123",1
"4124",3
"4125",2
"4126",3
"4127",3
"4128",2
"4129",4
"4130",3
"4131",3
"4132",4
"4133",1
"4134",4
"4135",1
"4136",1
"4137",4
"4138",2
"4139",3
"4140",2
"4141",3
"4142",3
"4143",1
"4144",3
"4145",1
"4146",2
"4147",1
"4148",3
"4149",3
"4150",4
"4151",2
"4152",2
"4153",3
"4154",4
"4155",1
"4156",2
"4157",1
"4158",1
"4159",3
"4160",1
"4161",2
"4162",3
"4163",4
"4164",1
"4165",1
"4166",3
"4167",4
"4168",1
"4169",3
"4170",1
"4171",2
"4172",4
"4173",4
"4174",3
"4175",3
"4176",2
"4177",3
"4178",3
"4179",1
"4180",3
"4181",3
"4182",3
"4183",1
"4184",4
"4185",4
"4186",3
"4187",3
"4188",4
"4189",3
"4190",3
"4191",4
"4192",4
"4193",1
"4194",3
"4195",2
"4196",3
"4197",3
"4198",3
"4199",4
"4200",3
"4201",1
"4202",2
"4203",1
"4204",2
"4205",3
"4206",4
"4207",1
"4208",3
"4209",3
"4210",4
"4211",1
"4212",1
"4213",2
"4214",2
"4215",3
"4216",2
"4217",3
"4218",2
"4219",4
"4220",4
"4221",3
"4222",4
"4223",4
"4224",3
"4225",3
"4226",1
"4227",2
"4228",3
"4229",1
"4230",2
"4231",3
"4232",3
"4233",3
"4234",1
"4235",3
"4236",2
"4237",4
"4238",2
"4239",3
"4240",3
"4241",3
"4242",4
"4243",3
"4244",1
"4245",1
"4246",3
"4247",2
"4248",4
"4249",3
"4250",1
"4251",1
"4252",1
"4253",4
"4254",1
"4255",3
"4256",4
"4257",3
"4258",2
"4259",3
"4260",2
"4261",4
"4262",3
"4263",2
"4264",3
"4265",1
"4266",2
"4267",4
"4268",3
"4269",3
"4270",1
"4271",1
"4272",1
"4273",4
"4274",3
"4275",4
"4276",4
"4277",4
"4278",4
"4279",2
"4280",3
"4281",1
"4282",3
"4283",1
"4284",3
"4285",1
"4286",4
"4287",1
"4288",2
"4289",1
"4290",1
"4291",3
"4292",4
"4293",1
"4294",1
"4295",3
"4296",2
"4297",4
"4298",3
"4299",1
"4300",2
"4301",4
"4302",3
"4303",4
"4304",1
"4305",2
"4306",3
"4307",3
"4308",1
"4309",2
"4310",3
"4311",1
"4312",2
"4313",3
"4314",2
"4315",1
"4316",3
"4317",3
"4318",3
"4319",1
"4320",4
"4321",3
"4322",3
"4323",3
"4324",1
"4325",3
"4326",1
"4327",3
"4328",3
"4329",3
"4330",3
"4331",3
"4332",4
"4333",4
"4334",3
"4335",1
"4336",3
"4337",4
"4338",3
"4339",1
"4340",4
"4341",3
"4342",3
"4343",3
"4344",2
"4345",3
"4346",1
"4347",3
"4348",3
"4349",3
"4350",2
"4351",4
"4352",1
"4353",1
"4354",3
"4355",3
"4356",1
"4357",4
"4358",2
"4359",3
"4360",1
"4361",4
"4362",4
"4363",3
"4364",1
"4365",1
"4366",3
"4367",3
"4368",3
"4369",3
"4370",1
"4371",3
"4372",2
"4373",3
"4374",2
"4375",3
"4376",1
"4377",3
"4378",1
"4379",3
"4380",4
"4381",1
"4382",4
"4383",3
"4384",3
"4385",4
"4386",4
"4387",3
"4388",2
"4389",2
"4390",1
"4391",4
"4392",3
"4393",3
"4394",3
"4395",4
"4396",1
"4397",3
"4398",3
"4399",1
"4400",1
"4401",1
"4402",4
"4403",3
"4404",4
"4405",3
"4406",2
"4407",3
"4408",2
"4409",1
"4410",1
"4411",4
"4412",3
"4413",2
"4414",3
"4415",3
"4416",3
"4417",4
"4418",1
"4419",1
"4420",4
"4421",2
"4422",2
"4423",2
"4424",1
"4425",2
"4426",1
"4427",1
"4428",3
"4429",4
"4430",4
"4431",4
"4432",3
"4433",3
"4434",2
"4435",4
"4436",3
"4437",1
"4438",3
"4439",4
"4440",4
"4441",3
"4442",3
"4443",1
"4444",4
"4445",1
"4446",3
"4447",2
"4448",3
"4449",3
"4450",3
"4451",4
"4452",4
"4453",4
"4454",4
"4455",1
"4456",3
"4457",1
"4458",1
"4459",1
"4460",3
"4461",3
"4462",4
"4463",3
"4464",2
"4465",1
"4466",1
"4467",3
"4468",3
"4469",2
"4470",3
"4471",3
"4472",4
"4473",1
"4474",1
"4475",1
"4476",3
"4477",1
"4478",3
"4479",1
"4480",3
"4481",1
"4482",1
"4483",3
"4484",4
"4485",4
"4486",4
"4487",1
"4488",2
"4489",4
"4490",1
"4491",1
"4492",1
"4493",3
"4494",1
"4495",4
"4496",3
"4497",1
"4498",3
"4499",1
"4500",4
"4501",2
"4502",1
"4503",2
"4504",4
"4505",2
"4506",1
"4507",1
"4508",1
"4509",1
"4510",3
"4511",1
"4512",2
"4513",2
"4514",3
"4515",3
"4516",2
"4517",3
"4518",4
"4519",4
"4520",3
"4521",3
"4522",1
"4523",4
"4524",3
"4525",1
"4526",1
"4527",2
"4528",1
"4529",1
"4530",1
"4531",1
"4532",1
"4533",3
"4534",3
"4535",4
"4536",3
"4537",4
"4538",1
"4539",3
"4540",4
"4541",4
"4542",3
"4543",1
"4544",3
"4545",4
"4546",2
"4547",4
"4548",3
"4549",2
"4550",3
"4551",1
"4552",2
"4553",3
"4554",1
"4555",1
"4556",4
"4557",4
"4558",3
"4559",3
"4560",3
"4561",3
"4562",3
"4563",3
"4564",1
"4565",4
"4566",1
"4567",1
"4568",3
"4569",4
"4570",3
"4571",4
"4572",4
"4573",4
"4574",3
"4575",3
"4576",3
"4577",2
"4578",1
"4579",3
"4580",3
"4581",4
"4582",3
"4583",1
"4584",4
"4585",3
"4586",4
"4587",2
"4588",2
"4589",4
"4590",4
"4591",4
"4592",4
"4593",3
"4594",3
"4595",3
"4596",3
"4597",1
"4598",3
"4599",3
"4600",3
"4601",2
"4602",4
"4603",2
"4604",3
"4605",4
"4606",1
"4607",2
"4608",3
"4609",1
"4610",2
"4611",1
"4612",2
"4613",1
"4614",1
"4615",3
"4616",1
"4617",3
"4618",3
"4619",3
"4620",3
"4621",4
"4622",1
"4623",1
"4624",3
"4625",3
"4626",3
"4627",1
"4628",3
"4629",3
"4630",3
"4631",3
"4632",1
"4633",3
"4634",3
"4635",3
"4636",1
"4637",2
"4638",3
"4639",3
"4640",1
"4641",4
"4642",4
"4643",1
"4644",4
"4645",4
"4646",1
"4647",2
"4648",1
"4649",4
"4650",4
"4651",1
"4652",4
"4653",2
"4654",3
"4655",2
"4656",2
"4657",3
"4658",1
"4659",2
"4660",3
"4661",1
"4662",1
"4663",3
"4664",4
"4665",4
"4666",3
"4667",3
"4668",2
"4669",2
"4670",3
"4671",3
"4672",1
"4673",2
"4674",3
"4675",4
"4676",3
"4677",1
"4678",2
"4679",3
"4680",3
"4681",1
"4682",2
"4683",2
"4684",3
"4685",2
"4686",3
"4687",1
"4688",4
"4689",3
"4690",1
"4691",1
"4692",3
"4693",1
"4694",3
"4695",4
"4696",4
"4697",1
"4698",1
"4699",3
"4700",1
"4701",3
"4702",2
"4703",3
"4704",2
"4705",4
"4706",4
"4707",3
"4708",2
"4709",1
"4710",1
"4711",1
"4712",3
"4713",1
"4714",4
"4715",4
"4716",2
"4717",3
"4718",2
"4719",3
"4720",3
"4721",2
"4722",3
"4723",1
"4724",4
"4725",2
"4726",3
"4727",4
"4728",3
"4729",4
"4730",2
"4731",4
"4732",1
"4733",2
"4734",4
"4735",1
"4736",3
"4737",1
"4738",2
"4739",4
"4740",1
"4741",4
"4742",4
"4743",3
"4744",1
"4745",3
"4746",1
"4747",3
"4748",4
"4749",4
"4750",1
"4751",4
"4752",4
"4753",1
"4754",4
"4755",2
"4756",4
"4757",3
"4758",3
"4759",3
"4760",2
"4761",4
"4762",3
"4763",1
"4764",1
"4765",1
"4766",4
"4767",4
"4768",3
"4769",3
"4770",2
"4771",1
"4772",4
"4773",3
"4774",2
"4775",1
"4776",1
"4777",3
"4778",3
"4779",4
"4780",3
"4781",1
"4782",4
"4783",1
"4784",1
"4785",1
"4786",3
"4787",2
"4788",3
"4789",4
"4790",4
"4791",3
"4792",3
"4793",3
"4794",1
"4795",3
"4796",3
"4797",1
"4798",4
"4799",1
"4800",1
"4801",3
"4802",4
"4803",3
"4804",3
"4805",2
"4806",2
"4807",2
"4808",2
"4809",2
"4810",4
"4811",3
"4812",1
"4813",3
"4814",2
"4815",1
"4816",4
"4817",3
"4818",3
"4819",4
"4820",4
"4821",4
"4822",3
"4823",1
"4824",1
"4825",3
"4826",3
"4827",1
"4828",3
"4829",4
"4830",2
