"","x"
"2499",1
"2500",3
"2501",3
"2502",1
"2503",1
"2504",1
"2505",4
"2506",3
"2507",1
"2508",3
"2509",1
"2510",3
"2511",1
"2512",3
"2513",4
"2514",1
"2515",3
"2516",1
"2517",1
"2518",3
"2519",1
"2520",1
"2521",3
"2522",3
"2523",1
"2524",1
"2525",3
"2526",3
"2527",3
"2528",3
"2529",4
"2530",3
"2531",1
"2532",3
"2533",3
"2534",3
"2535",1
"2536",3
"2537",4
"2538",3
"2539",3
"2540",1
"2541",3
"2542",3
"2543",3
"2544",1
"2545",1
"2546",4
"2547",1
"2548",3
"2549",3
"2550",3
"2551",3
"2552",3
"2553",1
"2554",4
"2555",1
"2556",3
"2557",4
"2558",1
"2559",1
"2560",4
"2561",1
"2562",4
"2563",1
"2564",3
"2565",1
"2566",3
"2567",1
"2568",3
"2569",3
"2570",3
"2571",4
"2572",1
"2573",3
"2574",1
"2575",1
"2576",4
"2577",1
"2578",3
"2579",1
"2580",1
"2581",3
"2582",4
"2583",1
"2584",1
"2585",3
"2586",1
"2587",3
"2588",1
"2589",3
"2590",1
"2591",3
"2592",1
"2593",1
"2594",1
"2595",3
"2596",1
"2597",1
"2598",3
"2599",3
"2600",4
"2601",3
"2602",1
"2603",3
"2604",1
"2605",1
"2606",3
"2607",3
"2608",3
"2609",3
"2610",3
"2611",1
"2612",3
"2613",1
"2614",4
"2615",1
"2616",4
"2617",1
"2618",1
"2619",3
"2620",1
"2621",3
"2622",1
"2623",3
"2624",1
"2625",1
"2626",1
"2627",3
"2628",4
"2629",3
"2630",1
"2631",3
"2632",4
"2633",3
"2634",1
"2635",1
"2636",1
"2637",3
"2638",4
"2639",4
"2640",3
"2641",3
"2642",1
"2643",1
"2644",4
"2645",1
"2646",3
"2647",3
"2648",1
"2649",1
"2650",1
"2651",1
"2652",3
"2653",1
"2654",3
"2655",4
"2656",1
"2657",3
"2658",3
"2659",1
"2660",1
"2661",3
"2662",1
"2663",3
"2664",1
"2665",4
"2666",4
"2667",1
"2668",1
"2669",1
"2670",3
"2671",3
"2672",1
"2673",1
"2674",4
"2675",4
"2676",3
"2677",3
"2678",1
"2679",4
"2680",3
"2681",1
"2682",1
"2683",1
"2684",3
"2685",3
"2686",3
"2687",4
"2688",3
"2689",4
"2690",1
"2691",1
"2692",3
"2693",3
"2694",3
"2695",2
"2696",4
"2697",1
"2698",4
"2699",1
"2700",1
"2701",1
"2702",3
"2703",1
"2704",3
"2705",3
"2706",3
"2707",1
"2708",3
"2709",1
"2710",1
"2711",1
"2712",3
"2713",1
"2714",3
"2715",3
"2716",3
"2717",3
"2718",4
"2719",4
"2720",3
"2721",1
"2722",1
"2723",1
"2724",1
"2725",1
"2726",4
"2727",1
"2728",3
"2729",1
"2730",3
"2731",3
"2732",3
"2733",1
"2734",3
"2735",3
"2736",4
"2737",3
"2738",3
"2739",1
"2740",3
"2741",3
"2742",1
"2743",1
"2744",1
"2745",4
"2746",3
"2747",4
"2748",1
"2749",2
"2750",1
"2751",3
"2752",1
"2753",1
"2754",3
"2755",3
"2756",1
"2757",3
"2758",3
"2759",3
"2760",3
"2761",3
"2762",3
"2763",1
"2764",1
"2765",3
"2766",3
"2767",1
"2768",1
"2769",1
"2770",4
"2771",1
"2772",1
"2773",1
"2774",4
"2775",3
"2776",3
"2777",1
"2778",2
"2779",1
"2780",1
"2781",3
"2782",1
"2783",4
"2784",1
"2785",1
"2786",1
"2787",1
"2788",1
"2789",3
"2790",1
"2791",3
"2792",1
"2793",3
"2794",4
"2795",3
"2796",4
"2797",3
"2798",4
"2799",1
"2800",1
"2801",4
"2802",1
"2803",3
"2804",4
"2805",3
"2806",4
"2807",3
"2808",1
"2809",1
"2810",3
"2811",3
"2812",3
"2813",4
"2814",1
"2815",3
"2816",3
"2817",1
"2818",3
"2819",3
"2820",1
"2821",3
"2822",3
"2823",1
"2824",3
"2825",3
"2826",1
"2827",1
"2828",3
"2829",4
"2830",3
"2831",3
"2832",3
"2833",3
"2834",3
"2835",3
"2836",3
"2837",3
"2838",1
"2839",3
"2840",4
"2841",1
"2842",1
"2843",1
"2844",3
"2845",1
"2846",3
"2847",3
"2848",3
"2849",1
"2850",4
"2851",1
"2852",3
"2853",3
"2854",1
"2855",1
"2856",4
"2857",1
"2858",3
"2859",3
"2860",3
"2861",3
"2862",1
"2863",1
"2864",1
"2865",3
"2866",3
"2867",3
"2868",3
"2869",1
"2870",3
"2871",1
"2872",1
"2873",4
"2874",3
"2875",3
"2876",3
"2877",4
"2878",3
"2879",4
"2880",1
"2881",1
"2882",3
"2883",1
"2884",3
"2885",3
"2886",1
"2887",3
"2888",3
"2889",4
"2890",3
"2891",3
"2892",3
"2893",3
"2894",3
"2895",2
"2896",3
"2897",4
"2898",1
"2899",1
"2900",4
"2901",1
"2902",3
"2903",3
"2904",1
"2905",4
"2906",1
"2907",3
"2908",3
"2909",1
"2910",3
"2911",4
"2912",3
"2913",3
"2914",1
"2915",3
"2916",3
"2917",4
"2918",1
"2919",1
"2920",3
"2921",3
"2922",3
"2923",1
"2924",3
"2925",4
"2926",1
"2927",3
"2928",1
"2929",4
"2930",1
"2931",3
"2932",1
"2933",4
"2934",3
"2935",3
"2936",3
"2937",3
"2938",3
"2939",2
"2940",3
"2941",1
"2942",1
"2943",1
"2944",1
"2945",4
"2946",1
"2947",3
"2948",1
"2949",1
"2950",1
"2951",1
"2952",1
"2953",3
"2954",3
"2955",3
"2956",4
"2957",3
"2958",3
"2959",3
"2960",3
"2961",4
"2962",2
"2963",3
"2964",4
"2965",1
"2966",1
"2967",1
"2968",1
"2969",3
"2970",1
"2971",3
"2972",4
"2973",1
"2974",3
"2975",1
"2976",1
"2977",1
"2978",1
"2979",1
"2980",1
"2981",3
"2982",1
"2983",3
"2984",1
"2985",3
"2986",3
"2987",1
"2988",1
"2989",1
"2990",3
"2991",3
"2992",3
"2993",3
"2994",4
"2995",1
"2996",3
"2997",3
"2998",2
"2999",4
"3000",3
"3001",3
"3002",1
"3003",3
"3004",2
"3005",1
"3006",3
"3007",3
"3008",3
"3009",1
"3010",3
"3011",4
"3012",4
"3013",1
"3014",3
"3015",3
"3016",1
"3017",4
"3018",3
"3019",3
"3020",1
"3021",3
"3022",3
"3023",3
"3024",1
"3025",1
"3026",1
"3027",3
"3028",1
"3029",1
"3030",1
"3031",1
"3032",1
"3033",3
"3034",1
"3035",3
"3036",1
"3037",3
"3038",4
"3039",1
"3040",1
"3041",1
"3042",3
"3043",3
"3044",3
"3045",4
"3046",1
"3047",1
"3048",1
"3049",1
"3050",1
"3051",3
"3052",1
"3053",1
"3054",4
"3055",1
"3056",2
"3057",1
"3058",3
"3059",3
"3060",3
"3061",4
"3062",3
"3063",1
"3064",3
"3065",1
"3066",1
"3067",1
"3068",4
"3069",1
"3070",1
"3071",1
"3072",3
"3073",3
"3074",1
"3075",3
"3076",3
"3077",1
"3078",3
"3079",3
"3080",3
"3081",3
"3082",3
"3083",1
"3084",3
"3085",1
"3086",1
"3087",4
"3088",1
"3089",3
"3090",1
"3091",3
"3092",3
"3093",3
"3094",3
"3095",1
"3096",3
"3097",1
"3098",3
"3099",1
"3100",3
"3101",3
"3102",1
"3103",1
"3104",1
"3105",1
"3106",3
"3107",1
"3108",1
"3109",1
"3110",1
"3111",1
"3112",1
"3113",1
"3114",1
"3115",1
"3116",1
"3117",3
"3118",1
"3119",1
"3120",1
"3121",4
"3122",3
"3123",1
"3124",1
"3125",1
"3126",4
"3127",3
"3128",3
"3129",3
"3130",1
"3131",3
"3132",1
"3133",3
"3134",1
"3135",3
"3136",4
"3137",3
"3138",3
"3139",1
"3140",3
"3141",3
"3142",3
"3143",3
"3144",1
"3145",1
"3146",1
"3147",3
"3148",3
"3149",2
"3150",1
"3151",1
"3152",2
"3153",3
"3154",1
"3155",3
"3156",1
"3157",3
"3158",3
"3159",1
"3160",1
"3161",4
"3162",3
"3163",3
"3164",1
"3165",3
"3166",1
"3167",1
"3168",1
"3169",3
"3170",4
"3171",1
"3172",1
"3173",4
"3174",1
"3175",1
"3176",3
"3177",1
"3178",3
"3179",3
"3180",3
"3181",3
"3182",1
"3183",4
"3184",3
"3185",1
"3186",4
"3187",1
"3188",3
"3189",1
"3190",4
"3191",3
"3192",1
"3193",3
"3194",1
"3195",4
"3196",3
"3197",3
"3198",3
"3199",4
"3200",4
"3201",1
"3202",3
"3203",4
"3204",1
"3205",3
"3206",1
"3207",1
"3208",4
"3209",3
"3210",4
"3211",3
"3212",3
"3213",1
"3214",4
"3215",1
"3216",3
"3217",4
"3218",1
"3219",3
"3220",3
"3221",4
"3222",1
"3223",3
"3224",1
"3225",1
"3226",3
"3227",1
"3228",1
"3229",4
"3230",3
"3231",4
"3232",3
"3233",1
"3234",2
"3235",1
"3236",3
"3237",1
"3238",3
"3239",4
"3240",4
"3241",1
"3242",4
"3243",1
"3244",3
"3245",3
"3246",3
"3247",1
"3248",1
"3249",1
"3250",3
"3251",2
"3252",3
"3253",3
"3254",1
"3255",1
"3256",2
"3257",3
"3258",3
"3259",3
"3260",1
"3261",3
"3262",1
"3263",4
"3264",1
"3265",3
"3266",4
"3267",4
"3268",4
"3269",4
"3270",1
"3271",1
"3272",4
"3273",3
"3274",4
"3275",3
"3276",4
"3277",1
"3278",1
"3279",3
"3280",3
"3281",4
"3282",3
"3283",1
"3284",1
"3285",1
"3286",1
"3287",3
"3288",3
"3289",3
"3290",1
"3291",1
"3292",3
"3293",1
"3294",3
"3295",1
"3296",4
"3297",4
"3298",1
"3299",3
"3300",3
"3301",4
"3302",3
"3303",4
"3304",1
"3305",3
"3306",4
"3307",1
"3308",3
"3309",1
"3310",1
"3311",3
"3312",3
"3313",3
"3314",1
"3315",1
"3316",1
"3317",1
"3318",3
"3319",3
"3320",3
"3321",1
"3322",1
"3323",3
"3324",1
"3325",3
"3326",1
"3327",3
"3328",3
"3329",4
"3330",3
"3331",1
"3332",1
"3333",3
"3334",1
"3335",1
"3336",3
"3337",1
"3338",3
"3339",3
"3340",4
"3341",4
"3342",1
"3343",1
"3344",3
"3345",3
"3346",1
"3347",4
"3348",3
"3349",3
"3350",3
"3351",3
"3352",4
"3353",1
"3354",1
"3355",3
"3356",3
"3357",1
"3358",1
"3359",3
"3360",3
"3361",3
"3362",1
"3363",1
"3364",1
"3365",3
"3366",1
"3367",1
"3368",1
"3369",1
"3370",1
"3371",4
"3372",3
"3373",3
"3374",3
"3375",3
"3376",1
"3377",3
"3378",3
"3379",1
"3380",3
"3381",1
"3382",1
"3383",3
"3384",1
"3385",3
"3386",3
"3387",3
"3388",3
"3389",3
"3390",1
"3391",3
"3392",3
"3393",1
"3394",3
"3395",3
"3396",3
"3397",3
"3398",1
"3399",3
"3400",3
"3401",3
"3402",3
"3403",3
"3404",1
"3405",1
"3406",1
"3407",3
"3408",3
"3409",3
"3410",3
"3411",4
"3412",3
"3413",3
"3414",3
"3415",4
"3416",1
"3417",1
"3418",4
"3419",4
"3420",3
"3421",1
"3422",3
"3423",3
"3424",3
"3425",3
"3426",3
"3427",1
"3428",3
"3429",1
"3430",1
"3431",3
"3432",1
"3433",3
"3434",3
"3435",1
"3436",4
"3437",3
"3438",4
"3439",3
"3440",1
"3441",3
"3442",1
"3443",1
"3444",1
"3445",4
"3446",1
"3447",3
"3448",4
"3449",3
"3450",2
"3451",1
"3452",1
"3453",2
"3454",3
"3455",1
"3456",4
"3457",1
"3458",3
"3459",3
"3460",1
"3461",4
"3462",1
"3463",4
"3464",1
"3465",3
"3466",1
"3467",3
"3468",3
"3469",1
"3470",3
"3471",1
"3472",3
"3473",1
"3474",4
"3475",4
"3476",2
"3477",1
"3478",1
"3479",1
"3480",4
"3481",1
"3482",3
"3483",3
"3484",1
"3485",1
"3486",3
"3487",1
"3488",1
"3489",3
"3490",3
"3491",3
"3492",1
"3493",3
"3494",1
"3495",3
"3496",3
"3497",4
"3498",3
"3499",3
"3500",1
"3501",3
"3502",3
"3503",3
"3504",1
"3505",3
"3506",3
"3507",1
"3508",1
"3509",4
"3510",1
"3511",1
"3512",3
"3513",4
"3514",3
"3515",3
"3516",3
"3517",3
"3518",3
"3519",1
"3520",1
"3521",1
"3522",1
"3523",3
"3524",3
"3525",1
"3526",1
"3527",1
"3528",1
"3529",3
"3530",1
"3531",3
"3532",1
"3533",4
"3534",1
"3535",3
"3536",1
"3537",3
"3538",1
"3539",3
"3540",3
"3541",3
"3542",3
"3543",1
"3544",3
"3545",3
"3546",1
"3547",3
"3548",1
"3549",3
"3550",1
"3551",1
"3552",1
"3553",1
"3554",1
"3555",2
"3556",3
"3557",1
"3558",4
"3559",3
"3560",1
"3561",1
"3562",1
"3563",1
"3564",1
"3565",1
"3566",1
"3567",3
"3568",1
"3569",1
"3570",1
"3571",3
"3572",3
"3573",3
"3574",1
"3575",4
"3576",1
"3577",3
"3578",1
"3579",1
"3580",4
"3581",1
"3582",1
"3583",4
"3584",3
"3585",1
"3586",3
"3587",4
"3588",3
"3589",3
"3590",3
"3591",1
"3592",1
"3593",3
"3594",3
"3595",1
"3596",3
"3597",1
"3598",3
"3599",1
"3600",3
"3601",4
"3602",1
"3603",1
"3604",3
"3605",4
"3606",1
"3607",1
"3608",1
"3609",3
"3610",1
"3611",3
"3612",3
"3613",3
"3614",4
"3615",1
"3616",1
"3617",1
"3618",1
"3619",3
"3620",1
"3621",4
"3622",1
"3623",3
"3624",4
"3625",1
"3626",3
"3627",1
"3628",3
"3629",3
"3630",3
"3631",3
"3632",3
"3633",1
"3634",3
"3635",3
"3636",3
"3637",1
"3638",1
"3639",1
"3640",4
"3641",3
"3642",1
"3643",3
"3644",3
"3645",3
"3646",1
"3647",1
"3648",1
"3649",1
"3650",3
"3651",3
"3652",4
"3653",1
"3654",3
"3655",1
"3656",3
"3657",1
"3658",4
"3659",3
"3660",3
"3661",3
"3662",4
"3663",3
"3664",3
"3665",3
"3666",3
"3667",1
"3668",1
"3669",1
"3670",1
"3671",3
"3672",1
"3673",1
"3674",1
"3675",3
"3676",1
"3677",4
"3678",1
"3679",1
"3680",4
"3681",1
"3682",3
"3683",3
"3684",1
"3685",3
"3686",3
"3687",4
"3688",3
"3689",2
"3690",1
"3691",1
"3692",2
"3693",3
"3694",1
"3695",1
"3696",4
"3697",1
"3698",3
"3699",1
"3700",1
"3701",1
"3702",1
"3703",1
"3704",3
"3705",3
"3706",3
"3707",1
"3708",3
"3709",3
"3710",3
"3711",4
"3712",1
"3713",3
"3714",1
"3715",4
"3716",3
"3717",3
"3718",3
"3719",4
"3720",3
"3721",3
"3722",3
"3723",4
"3724",3
"3725",4
"3726",4
"3727",3
"3728",3
"3729",3
"3730",1
"3731",3
"3732",3
"3733",1
"3734",1
"3735",1
"3736",3
"3737",1
"3738",3
"3739",3
"3740",1
"3741",1
"3742",1
"3743",3
"3744",3
"3745",4
"3746",4
"3747",3
"3748",4
"3749",1
"3750",3
"3751",1
"3752",3
"3753",3
"3754",3
"3755",3
"3756",4
"3757",4
"3758",3
"3759",3
"3760",1
"3761",4
"3762",3
"3763",1
"3764",1
"3765",1
"3766",1
"3767",1
"3768",1
"3769",4
"3770",3
"3771",1
"3772",3
"3773",1
"3774",3
"3775",4
"3776",3
"3777",1
"3778",4
"3779",4
"3780",3
"3781",3
"3782",1
"3783",1
"3784",4
"3785",3
"3786",1
"3787",1
"3788",1
"3789",3
"3790",3
"3791",4
"3792",3
"3793",3
"3794",1
"3795",3
"3796",3
"3797",4
"3798",1
"3799",3
"3800",4
"3801",3
"3802",2
"3803",3
"3804",1
"3805",3
"3806",1
"3807",1
"3808",3
"3809",2
"3810",4
"3811",3
"3812",1
"3813",1
"3814",1
"3815",3
"3816",3
"3817",2
"3818",4
"3819",1
"3820",3
"3821",1
"3822",3
"3823",4
"3824",1
"3825",4
"3826",3
"3827",3
"3828",3
"3829",1
"3830",3
"3831",3
"3832",3
"3833",3
"3834",3
"3835",3
"3836",3
"3837",1
"3838",1
"3839",3
"3840",4
"3841",1
"3842",3
"3843",1
"3844",3
"3845",1
"3846",1
"3847",3
"3848",3
"3849",3
"3850",1
"3851",4
"3852",1
"3853",4
"3854",3
"3855",3
"3856",1
"3857",1
"3858",4
"3859",3
"3860",3
"3861",1
"3862",3
"3863",3
"3864",3
"3865",1
"3866",1
"3867",3
"3868",1
"3869",1
"3870",3
"3871",3
"3872",4
"3873",1
"3874",1
"3875",4
"3876",3
"3877",1
"3878",4
"3879",3
"3880",1
"3881",4
"3882",3
"3883",1
"3884",3
"3885",3
"3886",3
"3887",3
"3888",1
"3889",2
"3890",3
"3891",3
"3892",1
"3893",1
"3894",1
"3895",1
"3896",3
"3897",1
"3898",1
"3899",1
"3900",1
"3901",1
"3902",3
"3903",3
"3904",1
"3905",4
"3906",1
"3907",1
"3908",1
"3909",1
"3910",3
"3911",4
"3912",3
"3913",1
"3914",1
"3915",3
"3916",3
"3917",3
"3918",3
"3919",4
"3920",1
"3921",1
"3922",1
"3923",3
"3924",3
"3925",3
"3926",1
"3927",1
"3928",1
"3929",3
"3930",3
"3931",1
"3932",1
"3933",3
"3934",1
"3935",1
"3936",1
"3937",4
"3938",3
"3939",1
"3940",3
"3941",3
"3942",1
"3943",3
"3944",1
"3945",4
"3946",3
"3947",3
"3948",1
"3949",4
"3950",3
"3951",1
"3952",3
"3953",3
"3954",1
"3955",4
"3956",4
"3957",4
"3958",1
"3959",3
"3960",1
"3961",3
"3962",2
"3963",1
"3964",1
"3965",1
"3966",4
"3967",1
"3968",1
"3969",1
"3970",3
"3971",4
"3972",3
"3973",3
"3974",1
"3975",4
"3976",1
"3977",1
"3978",3
"3979",3
"3980",3
"3981",1
"3982",3
"3983",1
"3984",1
"3985",1
"3986",2
"3987",1
"3988",1
"3989",3
"3990",1
"3991",1
"3992",1
"3993",4
"3994",4
"3995",3
"3996",3
"3997",4
"3998",3
"3999",1
"4000",1
"4001",3
"4002",1
"4003",3
"4004",3
"4005",3
"4006",3
"4007",1
"4008",1
"4009",3
"4010",3
"4011",1
"4012",4
"4013",3
"4014",1
"4015",1
"4016",4
"4017",3
"4018",4
"4019",3
"4020",3
"4021",4
"4022",3
"4023",3
"4024",1
"4025",3
"4026",3
"4027",4
"4028",3
"4029",1
"4030",1
"4031",3
"4032",3
"4033",4
"4034",4
"4035",4
"4036",3
"4037",3
"4038",3
"4039",1
"4040",1
"4041",3
"4042",3
"4043",1
"4044",3
"4045",1
"4046",1
"4047",3
"4048",3
"4049",1
"4050",1
"4051",3
"4052",1
"4053",3
"4054",4
"4055",3
"4056",4
"4057",1
"4058",4
"4059",4
"4060",1
"4061",4
"4062",1
"4063",3
"4064",1
"4065",4
"4066",3
"4067",1
"4068",1
"4069",1
"4070",3
"4071",3
"4072",3
"4073",3
"4074",1
"4075",1
"4076",1
"4077",3
"4078",3
"4079",3
"4080",1
"4081",1
"4082",1
"4083",3
"4084",4
"4085",3
"4086",1
"4087",1
"4088",1
"4089",1
"4090",1
"4091",3
"4092",1
"4093",1
"4094",3
"4095",3
"4096",4
"4097",4
"4098",1
"4099",1
"4100",3
"4101",3
"4102",1
"4103",3
"4104",1
"4105",3
"4106",1
"4107",1
"4108",1
"4109",1
"4110",4
"4111",3
"4112",3
"4113",1
"4114",1
"4115",3
"4116",3
"4117",3
"4118",4
"4119",3
"4120",1
"4121",1
"4122",3
"4123",4
"4124",1
"4125",1
"4126",1
"4127",1
"4128",1
"4129",1
"4130",3
"4131",1
"4132",1
"4133",3
"4134",4
"4135",1
"4136",3
"4137",3
"4138",3
"4139",1
"4140",4
"4141",4
"4142",3
"4143",3
"4144",1
"4145",1
"4146",1
"4147",1
"4148",2
"4149",1
"4150",3
"4151",3
"4152",3
"4153",3
"4154",4
"4155",1
"4156",3
"4157",1
"4158",1
"4159",3
"4160",1
"4161",1
"4162",3
"4163",3
"4164",3
"4165",1
"4166",3
"4167",3
"4168",3
"4169",1
"4170",4
"4171",3
"4172",1
"4173",4
"4174",1
"4175",1
"4176",3
"4177",3
"4178",1
"4179",3
"4180",4
"4181",1
"4182",1
"4183",3
"4184",4
"4185",1
"4186",3
"4187",1
"4188",3
"4189",3
"4190",1
"4191",1
"4192",3
"4193",1
"4194",3
"4195",3
"4196",3
"4197",1
"4198",3
"4199",3
"4200",3
"4201",3
"4202",3
"4203",3
"4204",4
"4205",1
"4206",3
"4207",3
"4208",2
"4209",3
"4210",1
"4211",3
"4212",1
"4213",3
"4214",1
"4215",1
"4216",3
"4217",4
"4218",3
"4219",1
"4220",1
"4221",1
"4222",3
"4223",3
"4224",3
"4225",1
"4226",1
"4227",3
"4228",1
"4229",4
"4230",3
"4231",3
"4232",1
"4233",1
"4234",1
"4235",1
"4236",3
"4237",1
"4238",1
"4239",4
"4240",3
"4241",3
"4242",3
"4243",4
"4244",4
"4245",3
"4246",1
"4247",4
"4248",1
"4249",1
"4250",3
"4251",2
"4252",4
"4253",1
"4254",3
"4255",1
"4256",4
"4257",1
"4258",1
"4259",1
"4260",3
"4261",1
"4262",3
"4263",1
"4264",3
"4265",4
"4266",3
"4267",1
"4268",1
"4269",3
"4270",3
"4271",2
"4272",3
"4273",3
"4274",1
"4275",1
"4276",4
"4277",4
"4278",3
"4279",3
"4280",3
"4281",3
"4282",1
"4283",3
"4284",1
"4285",1
"4286",3
"4287",3
"4288",3
"4289",1
"4290",4
"4291",3
"4292",4
"4293",3
"4294",3
"4295",4
"4296",1
"4297",1
"4298",1
"4299",4
"4300",1
"4301",4
"4302",1
"4303",1
"4304",3
"4305",1
"4306",1
"4307",4
"4308",1
"4309",1
"4310",1
"4311",3
"4312",1
"4313",4
"4314",3
"4315",4
"4316",3
"4317",1
"4318",3
"4319",3
"4320",1
"4321",3
"4322",2
"4323",3
"4324",1
"4325",3
"4326",2
"4327",3
"4328",3
"4329",3
"4330",3
"4331",3
"4332",3
"4333",1
"4334",3
"4335",3
"4336",3
"4337",3
"4338",1
"4339",3
"4340",1
"4341",3
"4342",2
"4343",3
"4344",1
"4345",1
"4346",4
"4347",4
"4348",3
"4349",4
"4350",4
"4351",3
"4352",3
"4353",1
"4354",1
"4355",1
"4356",3
"4357",1
"4358",3
"4359",3
"4360",2
"4361",3
"4362",3
"4363",3
"4364",4
"4365",1
"4366",1
"4367",3
"4368",3
"4369",3
"4370",4
"4371",3
"4372",4
"4373",1
"4374",3
"4375",1
"4376",1
"4377",4
"4378",1
"4379",1
"4380",1
"4381",1
"4382",1
"4383",1
"4384",3
"4385",4
"4386",3
"4387",3
"4388",3
"4389",3
"4390",3
"4391",3
"4392",3
"4393",1
"4394",4
"4395",3
"4396",3
"4397",1
"4398",4
"4399",1
"4400",3
"4401",3
"4402",3
"4403",1
"4404",3
"4405",4
"4406",3
"4407",1
"4408",1
"4409",1
"4410",1
"4411",3
"4412",1
"4413",3
"4414",3
"4415",3
"4416",3
"4417",1
"4418",1
"4419",4
"4420",3
"4421",4
"4422",3
"4423",3
"4424",1
"4425",3
"4426",3
"4427",1
"4428",3
"4429",1
"4430",3
"4431",4
"4432",2
"4433",3
"4434",1
"4435",3
"4436",4
"4437",1
"4438",4
"4439",3
"4440",3
"4441",1
"4442",3
"4443",1
"4444",3
"4445",1
"4446",3
"4447",1
"4448",4
"4449",3
"4450",3
"4451",1
"4452",3
"4453",1
"4454",3
"4455",1
"4456",3
"4457",3
"4458",1
"4459",3
"4460",1
"4461",3
"4462",1
"4463",3
"4464",1
"4465",1
"4466",3
"4467",3
"4468",3
"4469",3
"4470",1
"4471",1
"4472",3
"4473",3
"4474",1
"4475",1
"4476",1
"4477",3
"4478",3
"4479",3
"4480",1
"4481",1
"4482",1
"4483",4
"4484",3
"4485",1
"4486",3
"4487",3
"4488",2
"4489",4
"4490",3
"4491",3
"4492",1
"4493",1
"4494",3
"4495",1
"4496",3
"4497",1
"4498",3
"4499",1
"4500",3
"4501",3
"4502",3
"4503",3
"4504",3
"4505",3
"4506",1
"4507",3
"4508",3
"4509",4
"4510",1
"4511",1
"4512",1
"4513",1
"4514",3
"4515",3
"4516",3
"4517",3
"4518",3
"4519",3
"4520",3
"4521",3
"4522",1
"4523",3
"4524",3
"4525",1
"4526",4
"4527",1
"4528",3
"4529",1
"4530",1
"4531",1
"4532",1
"4533",1
"4534",3
"4535",1
"4536",1
"4537",1
"4538",3
"4539",2
"4540",3
"4541",1
"4542",3
"4543",3
"4544",3
"4545",1
"4546",4
"4547",3
"4548",3
"4549",1
"4550",1
"4551",1
"4552",2
"4553",1
"4554",3
"4555",1
"4556",1
"4557",1
"4558",1
"4559",4
"4560",1
"4561",1
"4562",3
"4563",1
"4564",1
"4565",3
"4566",1
"4567",3
"4568",4
"4569",1
"4570",3
"4571",1
"4572",3
"4573",1
"4574",3
"4575",1
"4576",1
"4577",1
"4578",3
"4579",3
"4580",1
"4581",3
"4582",3
"4583",4
"4584",1
"4585",3
"4586",4
"4587",1
"4588",3
"4589",3
"4590",1
"4591",3
"4592",4
"4593",3
"4594",3
"4595",1
"4596",3
"4597",1
"4598",3
"4599",1
"4600",1
"4601",3
"4602",1
"4603",3
"4604",1
"4605",3
"4606",4
"4607",1
"4608",4
"4609",1
"4610",1
"4611",3
"4612",1
"4613",1
"4614",1
"4615",1
"4616",4
"4617",1
"4618",3
"4619",3
"4620",1
"4621",1
"4622",4
"4623",4
"4624",1
"4625",1
"4626",1
"4627",3
"4628",3
"4629",1
"4630",3
"4631",1
"4632",1
"4633",2
"4634",1
"4635",1
"4636",3
"4637",1
"4638",3
"4639",1
"4640",1
"4641",1
"4642",1
"4643",1
"4644",1
"4645",3
"4646",3
"4647",3
"4648",1
"4649",1
"4650",1
"4651",1
"4652",1
"4653",1
"4654",4
"4655",3
"4656",3
"4657",1
"4658",3
"4659",1
"4660",1
"4661",1
"4662",3
"4663",1
"4664",1
"4665",3
"4666",1
"4667",3
"4668",3
"4669",3
"4670",1
"4671",1
"4672",1
"4673",1
"4674",3
"4675",4
"4676",1
"4677",3
"4678",1
"4679",3
"4680",1
"4681",1
"4682",1
"4683",4
"4684",3
"4685",1
"4686",1
"4687",3
"4688",3
"4689",1
"4690",3
"4691",1
"4692",1
"4693",1
"4694",1
"4695",3
"4696",1
"4697",3
"4698",1
"4699",3
"4700",3
"4701",1
"4702",4
"4703",1
"4704",3
"4705",1
"4706",3
"4707",1
"4708",3
"4709",1
"4710",1
"4711",3
"4712",4
"4713",4
"4714",4
"4715",1
"4716",1
"4717",4
"4718",4
"4719",2
"4720",3
"4721",3
"4722",1
"4723",1
"4724",1
"4725",3
"4726",1
"4727",1
"4728",4
"4729",3
"4730",4
"4731",1
"4732",1
"4733",4
"4734",3
"4735",3
"4736",4
"4737",4
"4738",4
"4739",1
"4740",3
"4741",1
"4742",3
"4743",1
"4744",3
"4745",1
"4746",1
"4747",1
"4748",3
"4749",3
"4750",3
"4751",3
"4752",2
"4753",3
"4754",4
"4755",4
"4756",1
"4757",3
"4758",3
"4759",1
"4760",3
"4761",1
"4762",1
"4763",3
"4764",2
"4765",4
"4766",3
"4767",3
"4768",3
"4769",3
"4770",3
"4771",3
"4772",3
"4773",3
"4774",3
"4775",1
"4776",3
"4777",3
"4778",1
"4779",3
"4780",1
"4781",3
"4782",3
"4783",3
"4784",3
"4785",1
"4786",2
"4787",4
"4788",1
"4789",3
"4790",3
"4791",1
"4792",1
"4793",1
"4794",1
"4795",2
"4796",3
"4797",3
"4798",3
"4799",1
"4800",1
"4801",3
"4802",1
"4803",1
"4804",4
"4805",1
"4806",3
"4807",3
"4808",3
"4809",1
"4810",3
"4811",3
"4812",4
"4813",1
"4814",3
"4815",3
"4816",3
"4817",2
"4818",3
"4819",3
"4820",4
"4821",1
"4822",4
"4823",1
"4824",3
"4825",3
"4826",4
"4827",3
"4828",3
"4829",3
"4830",3
